full_name,type,state,district,twitter_url,bioguide_id
Yvette D. Clarke,rep,NY,9,https://twitter.com/VoteYvette,C001067
Jerrold Nadler,rep,NY,10,https://twitter.com/JerryNadler,N000002
Nicole Malliotakis,rep,NY,11,https://twitter.com/NMalliotakis,M000317
Carolyn B. Maloney,rep,NY,12,https://twitter.com/CarolynBMaloney,M000087
Adriano Espaillat,rep,NY,13,https://twitter.com/EspaillatNY,E000297
Alexandria Ocasio-Cortez,rep,NY,14,https://twitter.com/AOC,O000172
Ritchie Torres,rep,NY,15,https://twitter.com/RitchieTorres,T000486
Jamaal Bowman,rep,NY,16,https://twitter.com/JamaalBowmanNY,B001223
Mondaire Jones,rep,NY,17,https://twitter.com/MondaireJones,J000306
Sean Patrick Maloney,rep,NY,18,https://twitter.com/spmaloney,M001185
Antonio Delgado,rep,NY,19,https://twitter.com/DelgadoforNY19,D000630
Paul Tonko,rep,NY,20,https://twitter.com/PaulTonko,T000469
Elise M. Stefanik,rep,NY,21,https://twitter.com/EliseStefanik,S001196
Claudia Tenney,rep,NY,22,https://twitter.com/claudiatenney,T000478
Tom Reed,rep,NY,23,https://twitter.com/TomReedCongress,R000585
John Katko,rep,NY,24,NaN,K000386
Joseph D. Morelle,rep,NY,25,https://twitter.com/votemorelle,M001206
Brian Higgins,rep,NY,26,https://twitter.com/Higgins4WNY,H001038
Chris Jacobs,rep,NY,27,https://twitter.com/JacobsNY27,J000020
Steve Chabot,rep,OH,1,https://twitter.com/SteveChabot,C000266
Brad R. Wenstrup,rep,OH,2,https://twitter.com/bradwenstrup,W000815
Joyce Beatty,rep,OH,3,https://twitter.com/JoyceBeatty,B001281
Jim Jordan,rep,OH,4,https://twitter.com/Votejimjordan,J000289
Robert E. Latta,rep,OH,5,https://twitter.com/latta4congress,L000566
Bill Johnson,rep,OH,6,https://twitter.com/JohnsonLeads,J000292
Bob Gibbs,rep,OH,7,https://twitter.com/Bob_Gibbs,G000563
Warren Davidson,rep,OH,8,https://twitter.com/Vote_Davidson,D000626
Marcy Kaptur,rep,OH,9,https://twitter.com/Marcy_Kaptur,K000009
Michael R. Turner,rep,OH,10,https://twitter.com/MikeTurnerOH,T000463
Marcia L. Fudge,rep,OH,11,https://twitter.com/mlfudge,F000455
Troy Balderson,rep,OH,12,https://twitter.com/Troy_Balderson,B001306
Tim Ryan,rep,OH,13,https://twitter.com/TimRyan,R000577
David P. Joyce,rep,OH,14,https://twitter.com/DaveJoyceOH14,J000295
Steve Stivers,rep,OH,15,https://twitter.com/stevestivers,S001187
Anthony Gonzalez,rep,OH,16,https://twitter.com/anthonygonzalez,G000588
Kevin Hern,rep,OK,1,https://twitter.com/krhern,H001082
Markwayne Mullin,rep,OK,2,https://twitter.com/MarkwayneMullin,M001190
Frank D. Lucas,rep,OK,3,https://twitter.com/FrankDLucas,L000491
Tom Cole,rep,OK,4,NaN,C001053
Stephanie I. Bice,rep,OK,5,https://twitter.com/stephaniebice,B000740
Suzanne Bonamici,rep,OR,1,NaN,B001278
Cliff Bentz,rep,OR,2,https://twitter.com/CliffBentz,B000668
Earl Blumenauer,rep,OR,3,https://twitter.com/repblumenauer,B000574
Peter A. DeFazio,rep,OR,4,https://twitter.com/DeFazio4Oregon,D000191
Kurt Schrader,rep,OR,5,https://twitter.com/VoteSchrader,S001180
Brian K. Fitzpatrick,rep,PA,1,https://twitter.com/BrianFitzUSA,F000466
Brendan F. Boyle,rep,PA,2,https://twitter.com/RepBrendanBoyle,B001296
Dwight Evans,rep,PA,3,https://twitter.com/DwightEvansPA,E000296
Madeleine Dean,rep,PA,4,NaN,D000631
Mary Gay Scanlon,rep,PA,5,https://twitter.com/marygayscanlon,S001205
Chrissy Houlahan,rep,PA,6,https://twitter.com/HoulahanForPa,H001085
Susan Wild,rep,PA,7,https://twitter.com/HoulahanForPa,W000826
Matt Cartwright,rep,PA,8,https://twitter.com/CartwrightPA,C001090
Daniel Meuser,rep,PA,9,https://twitter.com/Meuser4Congress,M001204
Scott Perry,rep,PA,10,https://twitter.com/PatriotsPerry,P000605
Lloyd Smucker,rep,PA,11,https://twitter.com/LloydSmuckerPA,S001199
Fred Keller,rep,PA,12,https://twitter.com/VoteFredKeller,K000395
John Joyce,rep,PA,13,https://twitter.com/JohnJoyceForPA,J000302
Guy Reschenthaler,rep,PA,14,https://twitter.com/reschenthaler,R000610
Glenn Thompson,rep,PA,15,https://twitter.com/GT_TeamGT,T000467
Mike Kelly,rep,PA,16,https://twitter.com/MikeKellyforPA,K000376
Conor Lamb,rep,PA,17,https://twitter.com/ConorLambPA,L000588
Michael F. Doyle,rep,PA,18,NaN,D000482
Jenniffer González-Colón,rep,PR,0,https://twitter.com/Jenniffer2012,G000582
David N. Cicilline,rep,RI,1,https://twitter.com/davidcicilline,C001084
James R. Langevin,rep,RI,2,https://twitter.com/LangevinForRI,L000559
Nancy Mace,rep,SC,1,https://twitter.com/NancyMace,M000194
Joe Wilson,rep,SC,2,https://twitter.com/TeamJoeWilson,W000795
Jeff Duncan,rep,SC,3,https://twitter.com/JeffDuncan_,D000615
William R. Timmons IV,rep,SC,4,https://twitter.com/VoteTimmons,T000480
Ralph Norman,rep,SC,5,https://twitter.com/RalphNorman,N000190
James E. Clyburn,rep,SC,6,https://twitter.com/ClyburnSC06,C000537
Tom Rice,rep,SC,7,https://twitter.com/TomRiceSC7,R000597
Dusty Johnson,rep,SD,0,https://twitter.com/DustyJohnson,J000301
Diana Harshbarger,rep,TN,1,https://twitter.com/DHarshbargerTN1,H001086
Tim Burchett,rep,TN,2,https://twitter.com/timburchett,B001309
"Charles J. ""Chuck"" Fleischmann",rep,TN,3,https://twitter.com/chuck4congress,F000459
Scott DesJarlais,rep,TN,4,https://twitter.com/DesJarlaisTN04,D000616
Jim Cooper,rep,TN,5,https://twitter.com/CoopForCongress,C000754
John Rose,rep,TN,6,https://twitter.com/JohnRoseforTN,R000612
Mark E. Green,rep,TN,7,https://twitter.com/DrMarkGreen4TN,G000590
David Kustoff,rep,TN,8,https://twitter.com/DavidKustoff,K000392
Steve Cohen,rep,TN,9,https://twitter.com/ReElectCohen,C001068
Louie Gohmert,rep,TX,1,https://twitter.com/LouieGohmertTX1,G000552
Dan Crenshaw,rep,TX,2,https://twitter.com/DanCrenshawTX,C001120
Van Taylor,rep,TX,3,https://twitter.com/VanTaylorTX,T000479
Pat Fallon,rep,TX,4,https://twitter.com/FallonForTexas,F000246
Lance Gooden,rep,TX,5,https://twitter.com/Lancegooden,G000589
Lizzie Fletcher,rep,TX,7,https://twitter.com/Lizzie4Congress,F000468
Kevin Brady,rep,TX,8,https://twitter.com/bradyfortexas,B000755
Al Green,rep,TX,9,https://twitter.com/RepAlGreenTX,G000553
Michael T. McCaul,rep,TX,10,https://twitter.com/McCaulforTexas,M001157
August Pfluger,rep,TX,11,https://twitter.com/AugustPfluger,P000048
Kay Granger,rep,TX,12,https://twitter.com/GrangerCampaign,G000377
Ronny Jackson,rep,TX,13,https://twitter.com/RonnyJacksonTX,J000304
"Randy K. Weber, Sr.",rep,TX,14,https://twitter.com/WeberforTexas,W000814
Vicente Gonzalez,rep,TX,15,https://twitter.com/Vicentecongress,G000581
Veronica Escobar,rep,TX,16,https://twitter.com/vgescobar,E000299
Pete Sessions,rep,TX,17,https://twitter.com/SessionsTX17,S000250
Sheila Jackson Lee,rep,TX,18,https://twitter.com/sjl4hrc,J000032
Jodey C. Arrington,rep,TX,19,https://twitter.com/JodeyArrington,A000375
Joaquin Castro,rep,TX,20,https://twitter.com/Castro4Congress,C001091
Chip Roy,rep,TX,21,https://twitter.com/chiproytx,R000614
Troy E. Nehls,rep,TX,22,https://twitter.com/SheriffTNehls,N000026
Tony Gonzales,rep,TX,23,https://twitter.com/tonygonzalestx,G000594
Beth Van Duyne,rep,TX,24,https://twitter.com/Bethvanduyne,V000134
Roger Williams,rep,TX,25,https://twitter.com/RogerWilliamsTX,W000816
Michael C. Burgess,rep,TX,26,https://twitter.com/DrBurgessTX,B001248
Michael Cloud,rep,TX,27,https://twitter.com/MichaelJCloud,C001115
Henry Cuellar,rep,TX,28,https://twitter.com/CuellarCampaign,C001063
Sylvia R. Garcia,rep,TX,29,https://twitter.com/LaCongresista,G000587
Eddie Bernice Johnson,rep,TX,30,https://twitter.com/EddieBernice,J000126
John R. Carter,rep,TX,31,https://twitter.com/JudgeJohnCarter,C001051
Colin Z. Allred,rep,TX,32,https://twitter.com/ColinAllredTX,A000376
Marc A. Veasey,rep,TX,33,https://twitter.com/MarcVeasey,V000131
Filemon Vela,rep,TX,34,https://twitter.com/FilemonVela,V000132
Lloyd Doggett,rep,TX,35,https://twitter.com/LloydDoggettTX,D000399
Brian Babin,rep,TX,36,https://twitter.com/Babin4Congress,B001291
Blake D. Moore,rep,UT,1,https://twitter.com/ElectBlakeMoore,M001213
Chris Stewart,rep,UT,2,https://twitter.com/StewartforUtah,S001192
John R. Curtis,rep,UT,3,https://twitter.com/CurtisUT,C001114
Burgess Owens,rep,UT,4,https://twitter.com/BurgessOwens,O000086
Robert J. Wittman,rep,VA,1,https://twitter.com/ReElectWittman,W000804
Elaine G. Luria,rep,VA,2,https://twitter.com/ElaineLuriaVA,L000591
"Robert C. ""Bobby"" Scott",rep,VA,3,https://twitter.com/BobbyScott4VA3,S000185
A. Donald McEachin,rep,VA,4,https://twitter.com/Donald_McEachin,M001200
Bob Good,rep,VA,5,https://twitter.com/GoodForCongress,G000595
Ben Cline,rep,VA,6,https://twitter.com/Cline4Virginia,C001118
Abigail Davis Spanberger,rep,VA,7,https://twitter.com/SpanbergerVA07,S001209
"Donald S. Beyer, Jr.",rep,VA,8,https://twitter.com/DonBeyerVA,B001292
H. Morgan Griffith,rep,VA,9,https://twitter.com/MorganGriffith,G000568
Jennifer Wexton,rep,VA,10,https://twitter.com/JenniferWexton,W000825
Gerald E. Connolly,rep,VA,11,https://twitter.com/ElectConnolly,C001078
Stacey E. Plaskett,rep,VI,0,NaN,P000610
Peter Welch,rep,VT,0,https://twitter.com/WelchForVT,W000800
Suzan K. DelBene,rep,WA,1,https://twitter.com/SuzanDelBene,D000617
Rick Larsen,rep,WA,2,https://twitter.com/larsenrick,L000560
Jaime Herrera Beutler,rep,WA,3, https://twitter.com/JaimeForUSRep,H001056
Dan Newhouse,rep,WA,4,https://twitter.com/Newhouse4Rep,N000189
Cathy McMorris Rodgers,rep,WA,5,https://twitter.com/TeamCMR,M001159
Derek Kilmer,rep,WA,6,https://twitter.com/DerekKilmer,K000381
Pramila Jayapal,rep,WA,7,https://twitter.com/PramilaJayapal,J000298
Kim Schrier,rep,WA,8,https://twitter.com/DrKimSchrier,S001216
Adam Smith,rep,WA,9,https://twitter.com/electadamsmith,S000510
Marilyn Strickland,rep,WA,10,https://twitter.com/StricklandforWA,S001159
Bryan Steil,rep,WI,1,https://twitter.com/BryanSteil,S001213
Mark Pocan,rep,WI,2,https://twitter.com/MarkPocan,P000607
Ron Kind,rep,WI,3,https://twitter.com/KindforCongress,K000188
Gwen Moore,rep,WI,4,https://twitter.com/Gwen4Congress,M001160
Scott Fitzgerald,rep,WI,5,https://twitter.com/FitzgeraldForWI,F000471
Glenn Grothman,rep,WI,6,https://twitter.com/GrothmanforWI,G000576
Thomas P. Tiffany,rep,WI,7,https://twitter.com/TomTiffanyWI,T000165
Mike Gallagher,rep,WI,8,https://twitter.com/MikeforWI,G000579
David B. McKinley,rep,WV,1,NaN,M001180
Alexander Mooney,rep,WV,2,https://twitter.com/MooneyforWV,M001195
Carol D. Miller,rep,WV,3,https://twitter.com/CarolMillerWV,M001205
Liz Cheney,rep,WY,0,https://twitter.com/Liz_Cheney,C001109
